SampleIndex,Timestamp,Temp,pH,Volt,EC,Weight,Weightloss,R,G,B,C,RelayStatus
0,2026-05-21 10:24:18.452,29.0,1.60,4.609,1377,195.58,0.12,1626,2555,1902,6544,ON
1,2026-05-21 10:24:18.952,28.9,1.63,4.605,1377,195.50,0.20,1617,2543,1893,6607,ON
2,2026-05-21 10:24:19.452,28.9,1.66,4.615,1377,195.41,0.29,1615,2542,1893,6601,ON
3,2026-05-21 10:24:19.952,28.9,1.66,4.619,1372,195.32,0.38,1616,2544,1894,6612,ON
4,2026-05-21 10:24:20.452,28.9,1.65,4.600,1358,195.23,0.48,1610,2535,1888,6428,ON
5,2026-05-21 10:24:20.952,28.9,1.69,4.595,1337,195.15,0.56,1594,2511,1872,6395,ON
6,2026-05-21 10:24:21.452,28.9,1.72,4.604,1309,195.07,0.64,1586,2500,1864,6429,ON
7,2026-05-21 10:24:21.952,29.0,1.74,4.599,1276,194.98,0.73,1591,2506,1869,6507,ON
8,2026-05-21 10:24:22.452,29.0,1.82,4.573,1246,194.89,0.81,1604,2525,1882,6630,ON
9,2026-05-21 10:24:22.952,29.0,1.86,4.582,1221,194.81,0.90,1618,2546,1897,6634,ON
10,2026-05-21 10:24:23.452,29.0,1.89,4.561,1204,194.72,0.99,1617,2544,1895,6535,ON
11,2026-05-21 10:24:23.952,29.0,1.94,4.568,1194,194.63,1.08,1599,2521,1879,6417,ON
12,2026-05-21 10:24:24.452,29.0,1.96,4.562,1189,194.54,1.16,1585,2501,1866,6477,ON
13,2026-05-21 10:24:24.952,29.0,1.98,4.566,1191,194.46,1.24,1589,2507,1870,6625,ON
14,2026-05-21 10:24:25.452,29.0,2.01,4.542,1196,194.37,1.33,1608,2535,1881,6646,ON
15,2026-05-21 10:24:25.952,29.1,2.07,4.548,1205,194.29,1.42,1617,2546,1888,6449,ON
16,2026-05-21 10:24:26.452,29.1,2.10,4.534,1218,194.18,1.52,1602,2525,1878,6452,ON
17,2026-05-21 10:24:26.952,29.1,2.15,4.527,1235,194.10,1.61,1593,2511,1870,6360,ON
18,2026-05-21 10:24:27.452,29.1,2.19,4.534,1259,194.01,1.70,1591,2505,1867,6472,ON
19,2026-05-21 10:24:27.952,29.1,2.21,4.538,1289,193.92,1.78,1608,2530,1885,6658,ON
20,2026-05-21 10:24:28.452,29.1,2.22,4.532,1321,193.83,1.87,1623,2555,1902,6654,ON
21,2026-05-21 10:24:28.952,29.1,2.23,4.535,1357,193.75,1.95,1625,2558,1904,6550,ON
22,2026-05-21 10:24:29.452,29.1,2.25,4.529,1396,193.66,2.04,1615,2542,1893,6529,ON
23,2026-05-21 10:24:29.952,29.1,2.27,4.541,1432,193.57,2.13,1602,2522,1880,6488,ON
24,2026-05-21 10:24:30.452,29.1,2.25,4.502,1467,193.49,2.21,1589,2501,1866,6428,ON
25,2026-05-21 10:24:30.952,29.1,2.28,4.528,1501,193.40,2.30,1591,2503,1867,6539,ON
26,2026-05-21 10:24:31.452,29.1,2.31,4.522,1533,193.32,2.39,1601,2521,1879,6580,ON
27,2026-05-21 10:24:31.952,29.2,2.34,4.511,1569,193.24,2.47,1610,2536,1890,6548,ON
28,2026-05-21 10:24:32.452,29.2,2.38,4.501,1569,193.14,2.56,1613,2540,1892,6536,ON
29,2026-05-21 10:24:32.952,29.2,2.43,4.502,1569,193.06,2.64,1610,2535,1888,6538,ON
30,2026-05-21 10:24:33.452,29.2,2.43,4.522,1569,192.97,2.73,1605,2527,1883,6490,ON
31,2026-05-21 10:24:33.952,29.2,2.43,4.508,1569,192.89,2.82,1598,2517,1876,6508,ON
32,2026-05-21 10:24:34.452,29.2,2.46,4.497,1569,192.80,2.91,1597,2513,1873,6528,ON
33,2026-05-21 10:24:34.952,29.2,2.50,4.500,1957,192.71,2.99,1601,2519,1877,6608,ON
34,2026-05-21 10:24:35.452,29.2,2.52,4.487,1957,192.62,3.08,1616,2540,1892,6659,ON
35,2026-05-21 10:24:35.952,29.2,2.56,4.490,1963,192.53,3.17,1622,2550,1898,6518,ON
36,2026-05-21 10:24:36.452,29.2,2.58,4.487,1983,192.45,3.26,1614,2539,1891,6382,ON
37,2026-05-21 10:24:36.952,29.2,2.61,4.494,2013,192.36,3.34,1593,2509,1870,6286,ON
38,2026-05-21 10:24:37.452,29.3,2.60,4.499,2054,192.28,3.43,1589,2500,1864,6432,ON
39,2026-05-21 10:24:37.952,29.3,2.61,4.477,2096,192.19,3.51,1598,2514,1875,6645,ON
40,2026-05-21 10:24:38.452,29.3,2.65,4.487,2139,192.11,3.60,1615,2541,1893,6683,ON
41,2026-05-21 10:24:38.952,29.3,2.64,4.477,2182,192.01,3.69,1622,2551,1900,6611,ON
42,2026-05-21 10:24:39.452,29.3,2.65,4.474,2222,191.93,3.77,1618,2548,1898,6588,ON
43,2026-05-21 10:24:39.952,29.3,2.67,4.459,2267,191.84,3.86,1611,2536,1890,6558,ON
44,2026-05-21 10:24:40.452,29.3,2.71,4.458,2314,191.76,3.95,1603,2521,1880,6491,ON
45,2026-05-21 10:24:40.952,29.3,2.73,4.468,2358,191.67,4.03,1598,2514,1876,6469,ON
46,2026-05-21 10:24:41.452,29.3,2.73,4.469,2398,191.59,4.12,1598,2515,1876,6468,ON
47,2026-05-21 10:24:41.952,29.4,2.75,4.462,2438,191.50,4.21,1606,2528,1884,6569,ON
48,2026-05-21 10:24:42.452,29.4,2.78,4.461,2481,191.42,4.28,1613,2540,1893,6496,ON
49,2026-05-21 10:24:42.952,29.4,2.78,4.481,2526,191.32,4.38,1616,2543,1895,6559,ON
50,2026-05-21 10:24:43.452,29.4,2.74,4.454,2572,191.24,4.46,1610,2534,1889,6471,ON
51,2026-05-21 10:24:43.952,29.4,2.78,4.460,2618,191.15,4.56,1603,2523,1881,6560,ON
52,2026-05-21 10:24:44.452,29.4,2.80,4.462,2661,191.06,4.64,1610,2541,1893,6530,ON
53,2026-05-21 10:24:44.952,29.4,2.85,4.447,2709,190.98,4.73,1612,2557,1904,6653,ON
54,2026-05-21 10:24:45.452,29.4,2.88,4.451,2754,190.89,4.82,1616,2558,1904,6598,ON
55,2026-05-21 10:24:45.952,29.4,2.88,4.448,2797,190.80,4.90,1617,2551,1900,6707,ON
56,2026-05-21 10:24:46.452,29.5,2.90,4.452,2840,190.72,4.99,1610,2536,1890,6654,ON
57,2026-05-21 10:24:46.952,29.5,2.91,4.456,2877,190.63,5.07,1603,2521,1880,6498,ON
58,2026-05-21 10:24:47.452,29.5,2.93,4.441,2918,190.54,5.16,1601,2518,1877,6507,ON
59,2026-05-21 10:24:47.952,29.5,2.95,4.443,2962,190.45,5.25,1603,2521,1879,6453,ON
60,2026-05-21 10:24:48.452,29.5,2.96,4.441,3008,190.37,5.33,1613,2536,1889,6594,ON
61,2026-05-21 10:24:48.952,29.5,2.97,4.430,3055,190.28,5.42,1623,2550,1899,6611,ON
62,2026-05-21 10:24:49.452,29.5,2.98,4.448,3106,190.20,5.50,1626,2553,1901,6675,ON
63,2026-05-21 10:24:49.952,29.5,2.96,4.443,3155,190.11,5.59,1621,2547,1898,6555,ON
64,2026-05-21 10:24:50.452,29.5,2.96,4.451,3201,190.03,5.68,1609,2529,1886,6463,ON
65,2026-05-21 10:24:50.952,29.6,2.96,4.452,3244,189.94,5.77,1601,2518,1878,6504,ON
66,2026-05-21 10:24:51.452,29.6,2.99,4.430,3286,189.85,5.85,1601,2517,1877,6663,ON
67,2026-05-21 10:24:51.952,29.6,3.03,4.428,3329,189.76,5.94,1623,2552,1902,6708,ON
68,2026-05-21 10:24:52.452,29.6,3.05,4.443,3375,189.67,6.03,1637,2573,1916,6619,ON
69,2026-05-21 10:24:52.952,29.6,3.03,4.420,3424,189.57,6.14,1636,2571,1915,6504,ON
70,2026-05-21 10:24:53.452,29.6,3.05,4.433,3474,189.49,6.22,1618,2542,1894,6484,ON
71,2026-05-21 10:24:53.952,29.6,3.07,4.413,3521,189.40,6.30,1607,2525,1883,6474,ON
72,2026-05-21 10:24:54.452,29.6,3.10,4.432,3566,189.31,6.39,1609,2528,1885,6645,ON
73,2026-05-21 10:24:54.952,29.6,3.10,4.431,3611,189.23,6.48,1619,2544,1897,6718,ON
74,2026-05-21 10:24:55.452,29.6,3.12,4.422,3654,189.14,6.57,1623,2551,1901,6628,ON
75,2026-05-21 10:24:55.952,29.7,3.12,4.423,3697,189.06,6.65,1624,2551,1901,6640,ON
76,2026-05-21 10:24:56.452,29.7,3.12,4.423,3736,188.97,6.73,1626,2552,1901,6525,ON
77,2026-05-21 10:24:56.952,29.7,3.13,4.422,3774,188.88,6.82,1618,2540,1890,6541,ON
78,2026-05-21 10:24:57.452,29.7,3.13,4.417,3813,188.80,6.91,1613,2535,1888,6480,ON
79,2026-05-21 10:24:57.952,29.7,3.14,4.417,3853,188.71,7.00,1614,2537,1891,6560,ON
80,2026-05-21 10:24:58.452,29.7,3.17,4.414,3891,188.62,7.08,1621,2546,1897,6625,ON
81,2026-05-21 10:24:58.952,29.7,3.17,4.421,3929,188.53,7.17,1626,2552,1900,6617,ON
82,2026-05-21 10:24:59.452,29.7,3.16,4.410,3967,188.44,7.26,1629,2556,1890,6679,ON
83,2026-05-21 10:24:59.952,29.7,3.16,4.427,4011,188.36,7.34,1633,2564,1898,6675,ON
84,2026-05-21 10:25:00.452,29.7,3.16,4.420,4057,188.27,7.43,1618,2540,1888,6516,ON
85,2026-05-21 10:25:00.952,29.8,3.19,4.403,4099,188.18,7.52,1608,2525,1881,6652,ON
86,2026-05-21 10:25:01.452,29.8,3.22,4.402,4136,188.10,7.60,1621,2544,1895,6676,ON
87,2026-05-21 10:25:01.952,29.8,3.20,4.410,4170,188.02,7.69,1632,2563,1908,6669,ON
88,2026-05-21 10:25:02.452,29.8,3.22,4.388,4207,187.93,7.77,1638,2571,1914,6627,ON
89,2026-05-21 10:25:02.952,29.8,3.27,4.417,4251,187.84,7.86,1638,2571,1915,6485,ON
90,2026-05-21 10:25:03.452,29.8,3.26,4.407,4297,187.75,7.95,1619,2542,1900,6459,ON
91,2026-05-21 10:25:03.952,29.8,3.26,4.417,4335,187.67,8.03,1619,2540,1901,6575,ON
92,2026-05-21 10:25:04.452,29.8,3.26,4.391,4371,187.58,8.12,1626,2548,1903,6636,ON
93,2026-05-21 10:25:04.952,29.8,3.27,4.402,4405,187.49,8.21,1634,2561,1910,6678,ON
94,2026-05-21 10:25:05.452,29.8,3.28,4.399,4438,187.41,8.29,1639,2569,1915,6689,ON
95,2026-05-21 10:25:05.952,29.9,3.29,4.399,4476,187.32,8.38,1629,2555,1905,6581,ON
96,2026-05-21 10:25:06.452,29.9,3.30,4.402,4517,187.23,8.47,1619,2533,1889,6523,ON
97,2026-05-21 10:25:06.952,29.9,3.31,4.397,4562,187.15,8.56,1611,2524,1883,6605,ON
98,2026-05-21 10:25:07.452,29.9,3.33,4.377,4604,187.06,8.64,1621,2541,1894,6703,ON
99,2026-05-21 10:25:07.952,29.9,3.34,4.410,4645,186.97,8.73,1637,2567,1913,6724,ON
100,2026-05-21 10:25:08.452,29.9,3.31,4.389,4692,186.89,8.82,1647,2583,1924,6632,ON
101,2026-05-21 10:25:08.952,29.9,3.32,4.390,4741,186.81,8.90,1643,2577,1920,6489,ON
102,2026-05-21 10:25:09.452,29.9,3.34,4.387,4787,186.71,8.99,1622,2541,1895,6480,ON
103,2026-05-21 10:25:09.952,29.9,3.35,4.385,4829,186.63,9.07,1615,2528,1885,6532,ON
104,2026-05-21 10:25:10.452,29.9,3.35,4.412,4870,186.54,9.16,1620,2539,1894,6626,ON
105,2026-05-21 10:25:10.952,30.0,3.36,4.388,4910,186.46,9.25,1628,2553,1904,6758,ON
106,2026-05-21 10:25:11.452,30.0,3.36,4.397,4948,186.36,9.34,1642,2575,1918,6757,ON
107,2026-05-21 10:25:11.952,30.0,3.34,4.371,4983,186.27,9.43,1644,2577,1920,6686,ON
108,2026-05-21 10:25:12.452,30.0,3.34,4.393,5018,186.19,9.51,1638,2569,1914,6610,ON
109,2026-05-21 10:25:12.952,30.0,3.32,4.401,5050,186.10,9.61,1632,2560,1908,6599,ON
110,2026-05-21 10:25:13.452,30.0,3.31,4.401,5085,186.02,9.69,1625,2549,1901,6591,ON
111,2026-05-21 10:25:13.952,30.0,3.34,4.376,5120,185.93,9.77,1630,2559,1907,6680,ON
112,2026-05-21 10:25:14.452,30.0,3.39,4.377,5156,185.85,9.85,1638,2572,1916,6575,ON
113,2026-05-21 10:25:14.952,30.1,3.38,4.399,5192,185.76,9.95,1636,2568,1913,6560,ON
114,2026-05-21 10:25:15.452,30.1,3.36,4.394,5226,185.67,10.03,1637,2566,1911,6617,ON
115,2026-05-21 10:25:15.952,30.1,3.37,4.380,5259,185.59,10.12,1636,2564,1910,6588,ON
116,2026-05-21 10:25:16.452,30.1,3.39,4.384,5294,185.50,10.21,1631,2554,1903,6649,ON
117,2026-05-21 10:25:16.952,30.1,3.42,4.374,5328,185.42,10.29,1625,2547,1899,6590,ON
118,2026-05-21 10:25:17.452,30.1,3.45,4.367,5367,185.33,10.37,1622,2545,1898,6756,ON
119,2026-05-21 10:25:17.952,30.1,3.46,4.376,5407,185.24,10.46,1632,2557,1908,6709,ON
120,2026-05-21 10:25:18.452,30.1,3.46,4.366,5444,185.15,10.55,1633,2559,1908,6663,ON
121,2026-05-21 10:25:18.952,30.1,3.49,4.381,5479,185.07,10.64,1624,2546,1899,6553,ON
122,2026-05-21 10:25:19.452,30.1,3.47,4.389,5516,184.99,10.72,1621,2543,1898,6593,ON
123,2026-05-21 10:25:19.952,30.1,3.47,4.373,5554,184.89,10.81,1627,2553,1904,6634,ON
124,2026-05-21 10:25:20.452,30.1,3.47,4.381,5598,184.81,10.90,1635,2566,1913,6624,ON
125,2026-05-21 10:25:20.952,30.1,3.47,4.356,5641,184.70,11.00,1640,2570,1915,6627,ON
126,2026-05-21 10:25:21.452,30.2,3.50,4.364,5682,184.61,11.09,1646,2576,1919,6668,ON
127,2026-05-21 10:25:21.952,30.2,3.52,4.382,5720,184.53,11.17,1648,2576,1919,6696,ON
128,2026-05-21 10:25:22.452,30.2,3.49,4.374,5757,184.45,11.26,1648,2577,1920,6739,ON
129,2026-05-21 10:25:22.952,30.2,3.49,4.373,5793,184.36,11.34,1637,2564,1912,6597,ON
130,2026-05-21 10:25:23.452,30.2,3.50,4.373,5828,184.27,11.43,1629,2553,1905,6638,ON
131,2026-05-21 10:25:23.952,30.2,3.50,4.371,5864,184.18,11.52,1631,2556,1907,6683,ON
132,2026-05-21 10:25:24.452,30.2,3.52,4.359,5904,184.11,11.60,1643,2572,1917,6728,ON
133,2026-05-21 10:25:24.952,30.2,3.54,4.361,5940,184.01,11.69,1651,2586,1926,6639,ON
134,2026-05-21 10:25:25.452,30.2,3.56,4.349,5974,183.93,11.78,1648,2580,1922,6565,ON
135,2026-05-21 10:25:25.952,30.2,3.57,4.363,6011,183.84,11.86,1637,2565,1912,6572,ON
136,2026-05-21 10:25:26.452,30.3,3.56,4.369,6048,183.76,11.95,1630,2552,1903,6598,ON
137,2026-05-21 10:25:26.952,30.3,3.56,4.342,6083,183.67,12.04,1628,2550,1902,6652,ON
138,2026-05-21 10:25:27.452,30.3,3.57,4.356,6118,183.58,12.12,1638,2565,1913,6796,ON
139,2026-05-21 10:25:27.952,30.3,3.58,4.360,6153,183.50,12.21,1654,2589,1928,6836,ON
140,2026-05-21 10:25:28.452,30.3,3.59,4.351,6194,183.40,12.30,1655,2591,1929,6708,ON
141,2026-05-21 10:25:28.952,30.3,3.60,4.355,6235,183.32,12.38,1647,2578,1920,6630,ON
142,2026-05-21 10:25:29.452,30.3,3.62,4.363,6271,183.24,12.47,1636,2562,1910,6563,ON
143,2026-05-21 10:25:29.952,30.3,3.62,4.359,6309,183.15,12.56,1633,2560,1908,6642,ON
144,2026-05-21 10:25:30.452,30.3,3.63,4.354,6349,183.06,12.65,1636,2564,1912,6604,ON
145,2026-05-21 10:25:30.952,30.4,3.64,4.339,6394,182.98,12.73,1639,2569,1915,6640,ON
146,2026-05-21 10:25:31.452,30.4,3.66,4.343,6434,182.89,12.82,1650,2583,1924,6701,ON
147,2026-05-21 10:25:31.952,30.4,3.66,4.347,6471,182.80,12.90,1656,2591,1929,6714,ON
