SampleIndex,Timestamp,Temp,pH,Volt,EC,Weight,Weightloss,R,G,B,C,RelayStatus
0,2026-05-19 16:28:55.982,32.0,0.94,4.694,3793,203.26,0.27,1259,2009,1528,5250,ON
1,2026-05-19 16:28:56.482,32.0,0.96,4.684,3775,203.17,0.35,1260,2012,1529,5323,ON
2,2026-05-19 16:28:56.982,32.0,0.98,4.705,3746,203.08,0.45,1263,2013,1530,5185,ON
3,2026-05-19 16:28:57.482,32.0,1.00,4.674,3709,202.99,0.54,1260,2011,1529,5212,ON
4,2026-05-19 16:28:57.982,32.0,1.03,4.703,3665,202.90,0.62,1260,2013,1530,5230,ON
5,2026-05-19 16:28:58.482,32.0,1.05,4.692,3618,202.82,0.71,1260,2013,1530,5213,ON
6,2026-05-19 16:28:58.982,32.0,1.07,4.685,3570,202.74,0.79,1265,2019,1535,5299,ON
7,2026-05-19 16:28:59.482,32.0,1.09,4.680,3518,202.65,0.88,1269,2025,1540,5277,ON
8,2026-05-19 16:28:59.982,32.0,1.11,4.675,3465,202.56,0.96,1265,2020,1536,5214,ON
9,2026-05-19 16:29:00.482,32.0,1.13,4.670,3418,202.48,1.05,1257,2007,1527,5172,ON
10,2026-05-19 16:29:00.982,32.0,1.14,4.656,3376,202.39,1.14,1256,2004,1525,5222,ON
11,2026-05-19 16:29:01.482,32.0,1.18,4.658,3336,202.30,1.22,1265,2018,1534,5303,ON
12,2026-05-19 16:29:01.982,32.1,1.21,4.664,3297,202.22,1.31,1272,2029,1543,5305,ON
13,2026-05-19 16:29:02.482,32.1,1.21,4.685,3259,202.13,1.40,1274,2034,1546,5132,ON
14,2026-05-19 16:29:02.982,32.1,1.19,4.666,3223,202.05,1.48,1266,2020,1536,5198,ON
15,2026-05-19 16:29:03.482,32.1,1.22,4.666,3191,201.96,1.57,1261,2010,1528,5252,ON
16,2026-05-19 16:29:03.982,32.1,1.25,4.664,3162,201.87,1.65,1265,2016,1533,5304,ON
17,2026-05-19 16:29:04.482,32.1,1.26,4.665,3136,201.79,1.74,1271,2026,1540,5264,ON
18,2026-05-19 16:29:04.982,32.1,1.26,4.649,3114,201.69,1.83,1269,2025,1540,5210,ON
19,2026-05-19 16:29:05.482,32.1,1.27,4.661,3095,201.61,1.92,1263,2015,1533,5170,ON
20,2026-05-19 16:29:05.982,32.1,1.27,4.667,3078,201.53,2.00,1257,2006,1527,5220,ON
21,2026-05-19 16:29:06.482,32.1,1.26,4.665,3067,201.44,2.09,1268,2021,1537,5264,ON
22,2026-05-19 16:29:06.982,32.1,1.27,4.672,3057,201.36,2.17,1267,2018,1535,5211,ON
23,2026-05-19 16:29:07.482,32.1,1.25,4.655,3051,201.27,2.26,1263,2011,1530,5291,ON
24,2026-05-19 16:29:07.982,32.1,1.29,4.648,3046,201.18,2.35,1263,2016,1533,5227,ON
25,2026-05-19 16:29:08.482,32.2,1.32,4.643,3044,201.09,2.43,1266,2020,1537,5265,ON
26,2026-05-19 16:29:08.982,32.2,1.33,4.659,3042,201.01,2.51,1271,2027,1541,5259,ON
27,2026-05-19 16:29:09.482,32.2,1.32,4.627,3042,200.92,2.61,1273,2029,1543,5196,ON
28,2026-05-19 16:29:09.982,32.2,1.36,4.638,3045,200.84,2.69,1266,2021,1537,5219,ON
29,2026-05-19 16:29:10.482,32.2,1.39,4.647,3049,200.75,2.78,1267,2023,1539,5285,ON
30,2026-05-19 16:29:10.982,32.2,1.40,4.645,3055,200.66,2.86,1271,2029,1543,5325,ON
31,2026-05-19 16:29:11.482,32.2,1.41,4.636,3062,200.58,2.95,1280,2040,1551,5293,ON
32,2026-05-19 16:29:11.982,32.2,1.44,4.636,3070,200.50,3.03,1280,2042,1551,5327,ON
33,2026-05-19 16:29:12.482,32.2,1.45,4.640,3080,200.41,3.11,1276,2043,1546,5244,ON
34,2026-05-19 16:29:12.982,32.2,1.45,4.642,3091,200.32,3.20,1270,2044,1551,5225,ON
35,2026-05-19 16:29:13.482,32.2,1.48,4.624,3105,200.24,3.29,1276,2046,1557,5354,ON
36,2026-05-19 16:29:13.982,32.2,1.52,4.624,3120,200.15,3.38,1279,2045,1555,5184,ON
37,2026-05-19 16:29:14.482,32.2,1.54,4.618,3134,200.05,3.48,1270,2026,1540,5232,ON
38,2026-05-19 16:29:14.982,32.3,1.54,4.637,3148,199.96,3.57,1265,2019,1536,5214,ON
39,2026-05-19 16:29:15.482,32.3,1.52,4.640,3164,199.87,3.65,1267,2022,1538,5278,ON
40,2026-05-19 16:29:15.982,32.3,1.53,4.623,3183,199.79,3.74,1278,2039,1551,5353,ON
41,2026-05-19 16:29:16.482,32.3,1.56,4.634,3203,199.71,3.82,1285,2047,1556,5276,ON
42,2026-05-19 16:29:16.982,32.3,1.58,4.621,3223,199.62,3.91,1281,2040,1551,5234,ON
43,2026-05-19 16:29:17.482,32.3,1.59,4.620,3242,199.52,4.00,1273,2029,1543,5301,ON
44,2026-05-19 16:29:17.982,32.3,1.59,4.617,3262,199.45,4.08,1272,2031,1545,5330,ON
45,2026-05-19 16:29:18.482,32.3,1.59,4.613,3284,199.36,4.17,1277,2036,1549,5346,ON
46,2026-05-19 16:29:18.982,32.3,1.61,4.609,3307,199.28,4.25,1284,2046,1555,5364,ON
47,2026-05-19 16:29:19.482,32.4,1.65,4.609,3330,199.18,4.34,1287,2048,1557,5305,ON
48,2026-05-19 16:29:19.982,32.4,1.70,4.600,3355,199.10,4.42,1284,2046,1555,5220,ON
49,2026-05-19 16:29:20.482,32.4,1.73,4.607,3378,199.01,4.51,1277,2035,1548,5252,ON
50,2026-05-19 16:29:20.982,32.4,1.73,4.595,3405,198.93,4.60,1273,2030,1543,5340,ON
51,2026-05-19 16:29:21.482,32.4,1.74,4.590,3434,198.84,4.68,1282,2043,1553,5411,ON
52,2026-05-19 16:29:21.982,32.4,1.75,4.596,3461,198.76,4.77,1286,2051,1559,5353,ON
53,2026-05-19 16:29:22.482,32.4,1.76,4.577,3487,198.67,4.85,1283,2048,1557,5289,ON
54,2026-05-19 16:29:22.982,32.4,1.78,4.587,3512,198.58,4.95,1279,2042,1553,5216,ON
55,2026-05-19 16:29:23.482,32.4,1.79,4.588,3541,198.49,5.04,1284,2048,1557,5295,ON
56,2026-05-19 16:29:23.982,32.4,1.80,4.585,3569,198.41,5.11,1285,2044,1553,5372,ON
57,2026-05-19 16:29:24.482,32.4,1.82,4.602,3596,198.33,5.20,1286,2047,1556,5300,ON
58,2026-05-19 16:29:24.982,32.4,1.81,4.599,3625,198.24,5.29,1282,2044,1555,5256,ON
59,2026-05-19 16:29:25.482,32.4,1.80,4.587,3653,198.15,5.37,1279,2038,1550,5264,ON
60,2026-05-19 16:29:25.982,32.4,1.82,4.581,3680,198.06,5.47,1280,2040,1551,5373,ON
61,2026-05-19 16:29:26.482,32.4,1.84,4.577,3705,197.98,5.55,1291,2054,1561,5360,ON
62,2026-05-19 16:29:26.982,32.5,1.85,4.589,3733,197.89,5.64,1294,2059,1564,5395,ON
63,2026-05-19 16:29:27.482,32.5,1.85,4.586,3757,197.81,5.72,1284,2047,1557,5210,ON
64,2026-05-19 16:29:27.982,32.5,1.86,4.587,3784,197.72,5.81,1274,2031,1545,5246,ON
65,2026-05-19 16:29:28.482,32.5,1.88,4.581,3810,197.63,5.90,1275,2032,1544,5380,ON
66,2026-05-19 16:29:28.982,32.5,1.89,4.576,3836,197.55,5.98,1287,2050,1557,5378,ON
67,2026-05-19 16:29:29.482,32.5,1.90,4.589,3866,197.46,6.07,1294,2060,1565,5351,ON
68,2026-05-19 16:29:29.982,32.5,1.91,4.580,3898,197.38,6.15,1293,2061,1567,5280,ON
69,2026-05-19 16:29:30.482,32.6,1.91,4.574,3929,197.29,6.23,1283,2046,1556,5222,ON
70,2026-05-19 16:29:30.982,32.6,1.95,4.539,3963,197.21,6.32,1273,2031,1545,5363,ON
71,2026-05-19 16:29:31.482,32.6,1.97,4.571,4000,197.12,6.41,1287,2051,1556,5435,ON
72,2026-05-19 16:29:31.982,32.6,1.98,4.569,4035,197.03,6.49,1294,2065,1561,5267,ON
73,2026-05-19 16:29:32.482,32.6,1.99,4.552,4067,196.94,6.58,1285,2051,1556,5314,ON
74,2026-05-19 16:29:32.982,32.6,1.99,4.576,4099,196.86,6.67,1282,2047,1555,5399,ON
75,2026-05-19 16:29:33.482,32.6,1.98,4.567,4126,196.77,6.75,1293,2063,1567,5354,ON
76,2026-05-19 16:29:33.982,32.6,1.98,4.560,4155,196.68,6.84,1299,2070,1573,5393,ON
77,2026-05-19 16:29:34.482,32.6,1.97,4.576,4185,196.60,6.93,1297,2066,1570,5299,ON
78,2026-05-19 16:29:34.982,32.6,1.97,4.581,4215,196.51,7.02,1290,2055,1562,5272,ON
79,2026-05-19 16:29:35.482,32.6,1.96,4.576,4243,196.43,7.10,1287,2049,1558,5300,ON
80,2026-05-19 16:29:35.982,32.6,1.96,4.575,4276,196.34,7.18,1289,2053,1560,5394,ON
81,2026-05-19 16:29:36.482,32.6,1.97,4.569,4308,196.26,7.27,1298,2064,1568,5400,ON
82,2026-05-19 16:29:36.982,32.6,2.00,4.563,4339,196.17,7.36,1305,2076,1577,5440,ON
83,2026-05-19 16:29:37.482,32.7,2.02,4.556,4373,196.09,7.44,1301,2072,1574,5308,ON
84,2026-05-19 16:29:37.982,32.7,2.04,4.523,4410,195.99,7.54,1291,2057,1564,5313,ON
85,2026-05-19 16:29:38.482,32.7,2.08,4.554,4444,195.91,7.62,1284,2045,1556,5356,ON
86,2026-05-19 16:29:38.982,32.7,2.09,4.546,4480,195.83,7.70,1292,2056,1563,5424,ON
87,2026-05-19 16:29:39.482,32.7,2.11,4.563,4513,195.73,7.79,1298,2066,1570,5402,ON
88,2026-05-19 16:29:39.982,32.7,2.10,4.522,4543,195.65,7.87,1300,2071,1574,5405,ON
89,2026-05-19 16:29:40.482,32.7,2.15,4.532,4574,195.56,7.97,1297,2066,1570,5320,ON
90,2026-05-19 16:29:40.982,32.7,2.18,4.546,4603,195.48,8.05,1290,2056,1563,5280,ON
91,2026-05-19 16:29:41.482,32.7,2.18,4.560,4633,195.39,8.14,1292,2056,1563,5368,ON
92,2026-05-19 16:29:41.982,32.7,2.17,4.535,4663,195.31,8.22,1299,2060,1564,5481,ON
93,2026-05-19 16:29:42.482,32.7,2.19,4.546,4691,195.22,8.31,1297,2056,1561,5422,ON
94,2026-05-19 16:29:42.982,32.7,2.19,4.542,4723,195.13,8.40,1292,2055,1562,5314,ON
95,2026-05-19 16:29:43.482,32.8,2.17,4.550,4758,195.05,8.48,1293,2061,1568,5322,ON
96,2026-05-19 16:29:43.982,32.8,2.17,4.539,4794,194.94,8.58,1302,2073,1575,5398,ON
97,2026-05-19 16:29:44.482,32.8,2.19,4.544,4828,194.86,8.67,1305,2075,1576,5422,ON
98,2026-05-19 16:29:44.982,32.8,2.20,4.546,4864,194.77,8.76,1303,2073,1575,5400,ON
99,2026-05-19 16:29:45.482,32.8,2.20,4.556,4895,194.69,8.84,1298,2064,1569,5327,ON
100,2026-05-19 16:29:45.982,32.8,2.21,4.525,4926,194.60,8.93,1290,2058,1565,5348,ON
101,2026-05-19 16:29:46.482,32.8,2.26,4.532,4955,194.52,9.01,1296,2063,1568,5394,ON
102,2026-05-19 16:29:46.982,32.8,2.27,4.532,4987,194.43,9.10,1302,2070,1572,5458,ON
103,2026-05-19 16:29:47.482,32.8,2.25,4.543,5021,194.34,9.19,1305,2078,1580,5434,ON
104,2026-05-19 16:29:47.982,32.8,2.23,4.537,5054,194.25,9.27,1300,2072,1575,5347,ON
105,2026-05-19 16:29:48.482,32.8,2.23,4.531,5087,194.17,9.35,1295,2064,1569,5348,ON
106,2026-05-19 16:29:48.982,32.8,2.25,4.530,5117,194.09,9.44,1297,2067,1572,5412,ON
107,2026-05-19 16:29:49.482,32.9,2.27,4.529,5148,194.00,9.53,1304,2079,1580,5441,ON
108,2026-05-19 16:29:49.982,32.9,2.29,4.544,5184,193.91,9.61,1311,2089,1587,5439,ON
109,2026-05-19 16:29:50.482,32.9,2.32,4.524,5223,193.82,9.70,1310,2086,1586,5386,ON
110,2026-05-19 16:29:50.982,32.9,2.32,4.529,5257,193.74,9.79,1302,2073,1576,5298,ON
111,2026-05-19 16:29:51.482,32.9,2.33,4.523,5288,193.66,9.87,1291,2055,1562,5415,ON
112,2026-05-19 16:29:51.982,32.9,2.33,4.536,5319,193.57,9.96,1300,2068,1572,5478,ON
113,2026-05-19 16:29:52.482,32.9,2.30,4.525,5349,193.48,10.05,1306,2078,1577,5399,ON
114,2026-05-19 16:29:52.982,32.9,2.32,4.525,5377,193.40,10.13,1308,2068,1569,5305,ON
