SampleIndex,Timestamp,Temp,pH,Volt,EC,Weight,Weightloss,R,G,B,C,RelayStatus
0,2026-05-21 15:40:31.972,29.4,5.05,4.178, 6,197.54,0.12,1566,2504,1896,6359,ON
1,2026-05-21 15:40:32.472,29.4,5.03,4.164, 6,197.46,0.20,1558,2493,1889,6424,ON
2,2026-05-21 15:40:32.972,29.4,5.10,4.131, 6,197.38,0.29,1552,2488,1885,6469,ON
3,2026-05-21 15:40:33.472,29.4,5.20,4.128, 6,197.29,0.38,1544,2479,1878,6304,ON
4,2026-05-21 15:40:33.972,29.4,5.28,4.132, 7,197.20,0.46,1547,2481,1880,6457,ON
5,2026-05-21 15:40:34.472,29.4,5.32,4.127,11,197.11,0.55,1547,2480,1880,6394,ON
6,2026-05-21 15:40:34.972,29.4,5.35,4.141,19,197.03,0.63,1544,2476,1876,6335,ON
7,2026-05-21 15:40:35.472,29.5,5.34,4.144,28,196.95,0.72,1547,2479,1879,6424,ON
8,2026-05-21 15:40:35.972,29.5,5.33,4.137,38,196.86,0.80,1548,2480,1879,6505,ON
9,2026-05-21 15:40:36.472,29.5,5.33,4.136,51,196.78,0.89,1554,2490,1887,6387,ON
10,2026-05-21 15:40:36.972,29.5,5.34,4.124,66,196.69,0.98,1557,2494,1890,6464,ON
11,2026-05-21 15:40:37.472,29.6,5.34,4.139,80,196.60,1.06,1557,2494,1891,6485,ON
12,2026-05-21 15:40:37.972,29.6,5.34,4.129,93,196.52,1.14,1552,2487,1884,6406,ON
13,2026-05-21 15:40:38.472,29.6,5.35,4.129,106,196.44,1.22,1549,2480,1881,6381,ON
14,2026-05-21 15:40:38.972,29.7,5.35,4.132,118,196.35,1.31,1542,2473,1875,6477,ON
15,2026-05-21 15:40:39.472,29.7,5.36,4.134,130,196.27,1.39,1550,2484,1882,6341,ON
16,2026-05-21 15:40:39.972,29.7,5.36,4.116,142,196.18,1.49,1554,2488,1885,6518,ON
17,2026-05-21 15:40:40.472,29.7,5.38,4.121,152,196.10,1.57,1565,2505,1898,6439,ON
18,2026-05-21 15:40:40.972,29.8,5.39,4.111,160,196.01,1.66,1567,2509,1901,6482,ON
19,2026-05-21 15:40:41.472,29.8,5.41,4.121,167,195.93,1.73,1566,2507,1899,6509,ON
20,2026-05-21 15:40:41.972,29.8,5.42,4.122,174,195.84,1.83,1567,2511,1902,6510,ON
21,2026-05-21 15:40:42.472,29.9,5.43,4.126,182,195.76,1.91,1567,2512,1904,6341,ON
22,2026-05-21 15:40:42.972,29.9,5.45,4.109,191,195.67,2.00,1565,2509,1901,6363,ON
23,2026-05-21 15:40:43.472,29.9,5.47,4.099,200,195.57,2.09,1565,2508,1900,6489,ON
24,2026-05-21 15:40:43.972,30.0,5.50,4.104,210,195.49,2.18,1565,2508,1899,6557,ON
25,2026-05-21 15:40:44.472,30.0,5.52,4.098,222,195.40,2.27,1563,2505,1897,6407,ON
26,2026-05-21 15:40:44.972,30.0,5.55,4.110,233,195.32,2.35,1558,2498,1894,6433,ON
27,2026-05-21 15:40:45.472,30.0,5.57,4.094,243,195.23,2.44,1554,2492,1890,6464,ON
28,2026-05-21 15:40:45.972,30.1,5.58,4.100,253,195.14,2.52,1553,2488,1887,6457,ON
29,2026-05-21 15:40:46.472,30.1,5.58,4.098,262,195.05,2.61,1556,2490,1888,6447,ON
30,2026-05-21 15:40:46.972,30.2,5.57,4.112,271,194.97,2.69,1557,2494,1891,6501,ON
31,2026-05-21 15:40:47.472,30.2,5.58,4.089,279,194.88,2.78,1551,2485,1885,6373,ON
32,2026-05-21 15:40:47.972,30.2,5.61,4.106,287,194.80,2.87,1546,2476,1878,6401,ON
33,2026-05-21 15:40:48.472,30.2,5.61,4.090,295,194.71,2.96,1547,2480,1881,6546,ON
34,2026-05-21 15:40:48.972,30.3,5.61,4.096,303,194.63,3.03,1547,2481,1882,6419,ON
35,2026-05-21 15:40:49.472,30.3,5.62,4.096,311,194.55,3.12,1546,2480,1882,6383,ON
36,2026-05-21 15:40:49.972,30.3,5.63,4.085,320,194.46,3.20,1552,2489,1887,6520,ON
37,2026-05-21 15:40:50.472,30.4,5.66,4.087,329,194.37,3.29,1555,2492,1889,6441,ON
38,2026-05-21 15:40:50.972,30.4,5.67,4.077,339,194.29,3.38,1555,2491,1888,6375,ON
39,2026-05-21 15:40:51.472,30.4,5.69,4.075,350,194.20,3.47,1554,2489,1887,6507,ON
40,2026-05-21 15:40:51.972,30.5,5.69,4.084,362,194.12,3.55,1551,2484,1884,6456,ON
41,2026-05-21 15:40:52.472,30.5,5.70,4.089,373,194.03,3.64,1552,2482,1883,6428,ON
42,2026-05-21 15:40:52.972,30.5,5.71,4.069,383,193.95,3.72,1565,2499,1895,6567,ON
43,2026-05-21 15:40:53.472,30.5,5.73,4.073,392,193.86,3.81,1574,2491,1889,6588,ON
44,2026-05-21 15:40:53.972,30.6,5.75,4.090,400,193.78,3.89,1563,2488,1887,6437,ON
45,2026-05-21 15:40:54.472,30.6,5.74,4.071,408,193.69,3.98,1557,2488,1888,6451,ON
46,2026-05-21 15:40:54.972,30.6,5.75,4.083,415,193.61,4.06,1557,2491,1889,6536,ON
47,2026-05-21 15:40:55.472,30.6,5.75,4.078,423,193.52,4.15,1559,2496,1894,6445,ON
48,2026-05-21 15:40:55.972,30.7,5.75,4.081,431,193.43,4.23,1557,2492,1891,6330,ON
49,2026-05-21 15:40:56.472,30.7,5.75,4.079,440,193.35,4.32,1557,2492,1891,6511,ON
50,2026-05-21 15:40:56.972,30.7,5.75,4.060,450,193.26,4.40,1560,2496,1893,6483,ON
51,2026-05-21 15:40:57.472,30.7,5.77,4.080,459,193.19,4.48,1563,2499,1895,6448,ON
52,2026-05-21 15:40:57.972,30.8,5.76,4.080,469,193.09,4.57,1559,2494,1892,6524,ON
53,2026-05-21 15:40:58.472,30.8,5.76,4.084,480,193.01,4.65,1561,2498,1894,6519,ON
54,2026-05-21 15:40:58.972,30.8,5.77,4.072,489,192.92,4.74,1567,2508,1901,6403,ON
55,2026-05-21 15:40:59.472,30.8,5.78,4.077,497,192.84,4.83,1566,2506,1900,6473,ON
56,2026-05-21 15:40:59.972,30.9,5.78,4.072,506,192.76,4.91,1561,2500,1895,6447,ON
57,2026-05-21 15:41:00.472,30.9,5.79,4.067,515,192.67,5.00,1557,2495,1892,6419,ON
58,2026-05-21 15:41:00.972,30.9,5.81,4.071,526,192.58,5.08,1565,2507,1900,6526,ON
59,2026-05-21 15:41:01.472,30.9,5.82,4.063,536,192.49,5.17,1567,2510,1903,6499,ON
60,2026-05-21 15:41:01.972,31.0,5.84,4.069,547,192.42,5.25,1563,2504,1898,6362,ON
61,2026-05-21 15:41:02.472,31.0,5.83,4.050,559,192.31,5.35,1557,2494,1891,6424,ON
62,2026-05-21 15:41:02.972,31.0,5.86,4.055,569,192.23,5.44,1554,2487,1886,6511,ON
63,2026-05-21 15:41:03.472,31.0,5.87,4.060,579,192.14,5.53,1548,2483,1883,6357,ON
